idannonce,prix_bien
mgc-334364485-pp_220225-151112,330960
ag671791-325102803,106900
ag671759-375190312,199900
guy-hoquet-immo-facile-5595157,99000
rodacom-4334544,299000
guy-hoquet-immo-facile-5596825,99500
hektor-girardi-pfastatt-2791,179000
hektor-homeettoits-134,180000
hektor-moebel-immo-84,159000
immo-facile-47694399,136780
immo-facile-34039759,161200
ag670547-335254755,192600
immo-facile-51909131,381600
ag681404-326621016,477000
160967255,259800
150550519,363500
153724983,240000
rodacom-4694474,342000
ag681108-282072869,185000
orpi-1-054041E1V8LZ,260000
ag681158-354339157,367000
guy-hoquet-immo-facile-1647656,161600
ag440414-306327849,98000
orpi-1-054927E1PFXC,183255
immo-facile-49555408,390000
ag681391-381171061,395000
gedeon-21529091,250000
apimo-4425500,244800
hektor-agcinqpattes-12,372000
160967465,371506
ag681391-367173838,370400
ag681088-372121669,263000
immo-facile-31978459,119800
ag681106-328559451,232000
iad-france-1069070,550000
apimo-8092064,110000
ag681103-251355942,310000
ag681075-375898120,257250
hektor-lifeimmo-1850,183000
ag681204-344622162,199000
apimo-5292274,335000
entities-1044599-2646078,349860
guy-hoquet-immo-facile-2727297,105000
immo-facile-49645856,255000
ag680286-301642965,66000
ag681158-289687544,249000
mgc-361271326-MKI-DANNEMARIE4-20220510,335586
immo-facile-adresse-11487399,269000
entities-1044598-2737808,303000
orpi-1-054038E19Y2I,255000
ag681423-353677261,255000
hektor-generalimmo-3059,278000
safti-1-840227,159900
immo-facile-32380876,75000
ag440414-292212149,395000
hektor-agence-efco-immo-1902,493500
iad-france-1269191,195000
ag680575-181027579,169000
ag681158-307258161,179000
151800391,221940
mgc-366515485-1711REGUISHEIM500BK2P130,495500
orpi-1-054037E2B86F,124583
ag671791-292861136,299000
gedeon-22130212,395200
immo-facile-28192286,814000
ag680254-273375122,96000
hektor-MAYAIMMO2020-2531,369000
immo-facile-51240074,280000
hektor-girardi-pfastatt-3317,230000
laforet-immo-facile-21446025,227900
mgc-286274424-SJ-210125-115043,433000
hektor-moebel-immo-6,205260
hektor-MAYAIMMO2020-2283,225000
rodacom-5200209,312700
guy-hoquet-immo-facile-3066846,77500
safti-1-679853,150000
ag681158-372009808,185000
immo-facile-48866921,499900
immo-facile-3209126,133000
orpi-1-054048E25PZ2,256800
145263081,211000
iad-france-1224370,150000
apimo-5895066,233200
160145751,60000
hektor-ifeaimmo-678,599500
iad-france-1047837,385000
ag681158-366251788,199000
hektor-MAYAIMMO2020-1792,362500
hektor-1318_EXPERTIMO22-131596,569000
entities-1044598-2654598,307978
safti-1-655326,281200
immo-facile-38952707,104800
ag333464-357119368,153000
ag681204-378102958,330000
ag681360-338254833,159750
pericles-36004741,195800
ag681391-336608415,121900
guy-hoquet-immo-facile-2715910,590000
guy-hoquet-immo-facile-6219901,90000
ag681075-365964136,116000
safti-1-573768,219000
guy-hoquet-immo-facile-2344641,171000
156482819,239000
ag440414-341834544,300000
ag681237-330224364,77000
hektor-MAYAIMMO2020-2371,578000
ag681391-343130346,599000
hektor-immo-wittenheim-3188,116600
ag671791-299031834,159750
152977355,253917
ag671791-319641879,116000
immo-facile-adresse-11951860,139100
160070247,157833
iad-france-1186754,255000
safti-1-695806,120000
ag681158-320468178,396000
orpi-1-054928E1GDQB,171675
safti-1-772300,193000
iad-france-1197831,339000
immo-facile-37991774,205000
146842153,226800
hektor-moebel-immo-225,525000
ag750665-267793235,291000
ag681391-335817891,210000
mgc-305882165-MS-210615-165200,324000
ag681158-335786352,99000
guy-hoquet-immo-facile-4844313,168800
ag680278-222332869,573000
158682937,202700
hektor-cdrieux-721,415000
orpi-1-054041E17159,139000
160878359,435200
hektor-moebel-immo-17,421000
immo-facile-48679654,127200
safti-1-688268,260000
hektor-girardi-pfastatt-2833,73000
hektor-moebel-immo-214,199000
hektor-CGAIMMOBILIER-806,315000
ag440414-360027583,60590
ag671791-292177469,55000
immo-facile-adresse-10715102,148400
mgc-381939152-CWE-230412-164954,244500
161377271,490500
ag680775-328989192,116000
hektor-MAYAIMMO2020-2044,52000
immo-facile-49942760,398000
hektor-girardi-pfastatt-3285,163000
rodacom-4593722,98000
iad-france-1201766,319000
hektor-expertiseimmo-29,440000
hektor-1_lerosenberg-1613,485000
immo-facile-49153714,441000
hektor-moebel-immo-257,262500
immo-facile-37553689,255000
iad-france-1160328,229000
mgc-366508658-CWE-221117-155619,365000
ag680967-257108677,102500
gedeon-26568126,438900
ag681154-256239721,295000
guy-hoquet-immo-facile-1717592,63000
hektor-3ROIIMMOBILIERE-975,169000
hektor-immo-wittenheim-3214,65000
160403763,390000
iad-france-867287,195000
hektor-agcinqpattes-10,356000
mgc-303779591-SJ-210531-090506,408000
ag670547-341896995,68500
immo-facile-52318195,99000
hektor-lifeimmo-2003,96000
ag671791-324592482,174000
immo-facile-44179833,330000
iad-france-885904,185000
159557807,262100
ag680967-373556089,59950
ag681425-352494826,134620
safti-1-756543,185000
apimo-5616807,181900
rodacom-5008922,322800
guy-hoquet-immo-facile-2566739,185000
hektor-1318_EXPERTIMO22-119136,287000
hektor-cpdelta-177,267000
century-21-202_3377_386,245000
mgc-266841956-VM-STRUETH-202099,298111
apimo-7554693,212000
ag681237-321963309,263500
158644481,200000
hektor-premium-prestige-11213,293000
orpi-1-054037E20BLX,113750
century-21-202_3377_1169,300200
mgc-285377124-SJ-210119-083301,353730
entities-1043690-3841989,355000
immo-facile-1079296,155000
ag681106-322229217,190000
ag680010-380783662,99000
ag681237-380059684,244950
immo-facile-51380591,277500
immo-facile-1989585,159575
ag681237-369267673,171000
entities-1044601-2631206,604200
immo-facile-51671256,446250
immo-facile-3699144,265000
immo-facile-40319016,419432
ag681110-343373454,760000
immo-facile-36964034,318000
gedeon-24739155,237000
ag681109-375012898,212000
guy-hoquet-immo-facile-5708313,419000
ag681108-282181883,143219
citya-immobilier-36-TAPP456732,184800
guy-hoquet-immo-facile-6266776,83000
immo-facile-adresse-10748531,305000
entities-1044599-2752480,406600
ag681212-346092114,270000
safti-1-604789,330000
ag680967-175811743,245000
ag671791-292517438,109000
mgc-381363954-C-ALG-452-84-AG1,299900
ag681127-351045106,195000
mgc-363150673-CLM-REGUISHEIM-20221018,347300
orpi-1-054037E1XIMP,124000
158672001,419400
orpi-1-054927E1KJE0,165800
iad-france-1232096,595000
orpi-1-054048E1P48T,355000
ag681145-381014098,276000
immo-facile-37583633,168000
hektor-moebel-immo-114,419000
159131739,276900
ag681158-369985528,185000
151854861,155000
hektor-generalimmo-3114,149000
hektor-girardi-pfastatt-2860,140000
157809101,239370
160967263,249000
iad-france-869490,88000
hektor-girardi-pfastatt-2938,98000
hektor-3ROIIMMOBILIERE-973,106000
ag681391-357041659,399000
161395395,332700
ag671791-296561229,75000
ag671633-364256380,157000
guy-hoquet-immo-facile-2558768,269000
161377289,247000
ag680632-254187075,71900
ag681110-334389057,250000
ag671791-307068528,159750
ag680633-243167341,394800
ag681108-318867858,578000
hektor-cpdelta-124,180200
151357063,160000
ag680632-273105047,110000
hektor-MAYAIMMO2020-2298,199000
hektor-MAYAIMMO2020-2477,235000
153331915,326000
immo-facile-48514406,377200
ag681444-345572190,196100
ag743447-346414296,67500
ag671791-305653281,80000
gedeon-24396670,241000
mgc-378403923-C-OSE-370-105-AG,325900
mgc-360161191-3WITTENHEIM491LB2P105,350100
iad-france-1193346,585000
ag681404-339080844,175725
guy-hoquet-immo-facile-5794588,260000
entities-1044599-2651051,334800
ag681154-311967195,219450
immo-facile-37586932,248000
ag680297-258437866,199000
mgc-361282282-MERXHEIM368LP2P90,305100
ag681237-316886157,280000
entities-1044599-2697500,265400
ag671791-330962565,260000
safti-1-701050,426300
160019059,236500
ag681145-379312555,65000
ag681391-365797060,630000
ag671633-324234177,330000
154289429,259000
entities-1043690-3691007,481560
hektor-generalimmo-3181,265000
hektor-agence-efco-immo-1457,338000
mgc-379650311-CWE-230321-152203,298500
hektor-girardi-pfastatt-3279,212000
safti-1-787937,164500
safti-1-787690,73000
158437937,274700
ag680323-235703218,132000
rodacom-4421513,330000
hektor-1_lerosenberg-1798,235000
mgc-112974400,218700
rodacom-4166628,338800
mgc-378535154-CWE-230310-140804,316000
ag681158-321784005,88500
orpi-1-054041E28WTR,155000
gedeon-24863604,937000
ag681212-344243094,298000
ag370631-369123190,254400
ag541392-345793068,259000
iad-france-1320694,126000
160702413,288000
safti-1-661774,126000
immo-facile-42695633,426400
hektor-generalimmo-2613,232400
mgc-360788521-4HOCHSTATT1000LP2P,697000
iad-france-740547,82000
ag680824-381185428,149000
hektor-immo-wittenheim-3313,205000
hektor-lifeimmo-1952,96000
entities-1044599-2668531,403000
guy-hoquet-immo-facile-5791743,308000
ag681158-371172115,402000
mgc-177037441,287500
153770607,190000
hektor-agence-efco-immo-1423,110000
immo-facile-39290740,166420
safti-1-639120,320000
immo-facile-adresse-12791505,233200
ag681158-291365465,187000
mgc-369265995-C-DES-96-AG,311500
safti-1-628220,302000
hektor-cpdelta-6,261500
ag680974-273597326,249000
ag671791-329451324,169000
ag680254-287957096,139100
ag060811-302977155,572000
entities-1044598-2790492,449000
ag311656-372088060,210000
rodacom-5205768,241000
guy-hoquet-immo-facile-2714810,265000
apimo-6251829,236250
ag681109-376053583,241000
hektor-MAYAIMMO2020-2308,140000
hektor-generalimmo-3126,149800
immo-facile-52299800,661000
gedeon-26432432,462000
ag681404-379416775,427275
hektor-amsignatureimmo-37,154000
rodacom-5016402,327583
hektor-MAYAIMMO2020-1772,221500
ag743447-330406128,598500
hektor-MAYAIMMO2020-2402,349000
ag743447-372597583,272000
160195549,259800
hektor-CGAIMMOBILIER-1018,183750
orpi-1-054041E2CTB7,145800
ag681332-358224970,321775
ag681108-265029113,650000
hektor-agence-efco-immo-1363,499200
guy-hoquet-immo-facile-2720348,154900
157403547,260700
guy-hoquet-immo-facile-6232124,379000
rodacom-5243034,403500
ag671791-310457961,116000
gedeon-25525751,945000
rodacom-5265308,235000
ag671791-290311871,55000
guy-hoquet-immo-facile-5827299,551000
gedeon-24526850,420800
ag681156-304183722,230000
ag671791-289969331,140000
ag681158-254578146,273000
immo-facile-35557646,166400
iad-france-1162825,140000
iad-france-1012552,249000
ag680575-146337000,220000
gedeon-24540271,697000
ag680633-259774927,89000
immo-facile-36930712,89800
hektor-ifeaimmo-2171,133000
ag680575-257669527,169600
159581563,172000
ag680286-278569427,525000
ag681110-360445663,850000
ag681158-360957379,85000
entities-1044598-2758120,310900
guy-hoquet-immo-facile-5590391,50000
rodacom-4829121,238500
hektor-sweethomeconseil-1131,225000
ag671791-382341610,228000
immo-facile-50508332,132000
hektor-alaingimmo-346,226300
adapt-immo-680091421,203000
immo-facile-47245135,145600
safti-1-867342,243000
hektor-ag-orim-1020,163000
hektor-immo-wittenheim-3141,350000
immo-facile-35639452,139900
gedeon-24577294,420000
ag671474-314532318,98000
apimo-4524304,280000
immo-facile-49104575,345000
ag681108-279085940,179000
immo-facile-43361904,312000
ag671791-327670362,110000
gedeon-24651348,255000
hektor-agence-efco-immo-1910,349000
orpi-1-054039E1UKOO,49000
immo-facile-46470389,239000
ag670426-333335016,165000
immo-facile-40362119,208000
immo-facile-46290501,155000
guy-hoquet-immo-facile-2552777,88000
hektor-dagon68390-2393,375000
140489943,220000
iad-france-1044858,220500
ag681108-281449898,489300
ag681108-336872022,315000
orpi-1-054926E24GWG,236380
ag681104-348987054,262500
mgc-189697390-sl-20190316-algolsheim,269765
safti-1-749596,322400
ag681391-350413810,795000
orpi-1-054927E1HDMF,359000
hektor-5_lerosenberg-1312,299000
hektor-MAYAIMMO2020-2393,500000
ag681119-302847278,429000
apimo-4229565,254000
adapt-immo-670079360,215000
immo-facile-46515570,338000
hektor-immoplusalsace-2176,322400
immo-facile-38475231,234000
ag671791-318680076,93950
155279547,250000
mgc-378507242-SJ-230310-093456,361000
ag681404-339683088,212500
ag671791-310860492,240000
hektor-cdrieux-838,189000
immo-facile-45489258,181900
hektor-sweethomeconseil-871,150000
hektor-1_lerosenberg-2089,155000
mgc-381361268-pp-230406-094627,318540
ag681237-379907029,220000
orpi-1-054039E1C3J6,342000
hektor-MAYAIMMO2020-2141,696800
ag681332-365177659,70000
ag681391-365795998,140000
155537261,160000
160761457,80000
immo-facile-37672532,145600
ag681237-339409053,785000
immo-facile-33510509,570000
ag671791-318000669,159750
immo-facile-99938352028,174500
ag671474-334075830,89000
hektor-MAYAIMMO2020-2468,169500
153566865,325500
apimo-2847307,495000
147434361,319000
safti-1-758277,118000
iad-france-974919,229900
hektor-MAYAIMMO2020-1602,221500
132004569,166162
mgc-369253197-C-REG-96-AG,326000
entities-1044602-2807087,606000
guy-hoquet-immo-facile-2632275,161500
ag681158-324825234,93000
orpi-1-054927E1ZYLN,208650
iad-france-829984,302000
safti-1-744071,395000
hektor-CGAIMMOBILIER-835,200700
ag671913-374300104,120800
immo-facile-51726337,352000
adapt-immo-680091622,141600
ag681110-355396882,310000
ag060811-277000151,178500
ag752451-321496854,182640
ag681158-345649614,201000
ag681158-297139155,624000
orpi-1-054926E1OGAK,169060
guy-hoquet-immo-facile-2713257,337000
immo-facile-48509670,182000
orpi-1-054038E1I3ZU,180000
rodacom-4789592,240000
orpi-1-054928E2NUQW,390000
ag681158-365543704,179000
ag671633-306045072,261000
hektor-LECEDREIMMO-185,336000
ag670426-342305106,168000
ag680575-175146292,220000
153896461,217200
160782795,351560
immo-facile-43671920,327600
ag671791-289446275,168000
ag440414-366095746,520000
rodacom-4886911,203000
ag680575-290047775,232000
iad-france-902500,231000
immo-facile-36693656,269000
mgc-118756865_RFWITTER383-SMART1-3-1-RFWITTER383-SMART1-3-1,284000
ag671474-328775313,111000
guy-hoquet-immo-facile-2199209,125000
ag670426-343593651,236123
152735189,229600
ag681154-252828220,399000
iad-france-691431,229500
safti-1-678777,635000
151847191,234900
ag671791-317177874,106900
citya-immobilier-1273-TAPP457086,119500
iad-france-1073935,239000
ag681158-299709642,370000
mgc-296060048-C-SAU-530-SB,345600
ag680331-332787769,139100
immo-facile-50452200,156000
ag681237-366124393,279575
guy-hoquet-immo-facile-2850270,320000
ag681088-336151725,219000
orpi-1-054928E26RV5,387500
hektor-immolandismunst-1061,176550
iad-france-1256152,229500
ag671791-312552303,94000
hektor-sweethomeconseil-1156,147000
hektor-ag-orim-1041,220000
ag681425-370244293,65000
hektor-girardi-pfastatt-2761,259000
hektor-cdrieux-866,148000
mgc-381240368-CWE-230405-114056,263000
immo-facile-48327029,96000
hektor-MAYAIMMO2020-2021,295400
ag681204-376666852,190000
mgc-342812686-CWE-220509-112712,349500
gedeon-26124765,216000
adapt-immo-680091386,177000
orpi-1-054933E1XP11,183000
immo-facile-51527153,370000
laforet-immo-facile-17972953,245000
ag681113-230929261,299500
hektor-moebel-immo-109,545000
ag681104-328261806,60000
ag340369-374088868,392200
gedeon-26124771,158500
ag680575-226922923,152250
hektor-robischung-2459,213000
ag681158-376784011,490000
guy-hoquet-immo-facile-5520509,234000
ag671791-319102638,174000
apimo-6737368,273000
laforet-immo-facile-19162302,91500
ag681141-355967830,296000
mgc-369273216-C-MUN-096-AG,299500
ag681108-284423210,830000
ag680010-222020821,239000
gedeon-23657416,166000
ag681204-373907401,121900
orpi-1-054047E1HQEE,83930
hektor-cdrieux-699,169600
safti-1-637210,265000
mgc-354872393-CWE-220817-083225,372000
immo-facile-43869752,316000
ag681158-321945369,650000
ag680297-310335690,185000
guy-hoquet-immo-facile-5550949,450000
gedeon-24744847,311000
ag440414-297467049,49000
rodacom-4489321,325000
ag681104-372872194,779900
ag060811-358565293,395200
guy-hoquet-immo-facile-2715402,328000
mgc-377773470-C-ESC-581-113-OS,406800
ag671791-303690843,174000
hektor-MAYAIMMO2020-779,154000
hektor-1_lerosenberg-1147,490000
ag671791-329042505,95000
rodacom-4884346,286000
safti-1-764867,98000
ag671791-298456626,75000
orpi-1-054037E1R4AC,335000
mgc-366842056-RKL_MSB__ILLFURTH_TM730hg,598400
snpi-5085115,199900
gedeon-23657408,234000
ag680575-335053713,245000
ag681108-286945757,540000
ag680824-263948819,346500
hektor-girardi-pfastatt-3066,75000
hektor-cdrieux-507,236000
ag970168-279922004,128400
guy-hoquet-immo-facile-5009554,200000
immo-facile-44148809,246700
entities-1044599-2645453,469000
ag671791-367041895,99360
mgc-118756865_HMJEBS001-HMBOLD111M2-HMJEBS001-HMBOLD111M2,411920
immo-facile-50672866,258035
ag680824-376291690,141000
ag681391-323977419,440000
orpi-1-054037E2GUGX,424500
rodacom-4419188,75000
mgc-379087132-VM-CERNAY-2023315,273450
immo-facile-35275524,297000
ag681237-310227939,238600
immo-facile-adresse-13123391,99500
mgc-355146821-CWE-220819-170226,261000
161402835,230955
orpi-1-054933E1ZQO1,295000
visiteonline-p_5318833,272000
ag681210-367960852,167000
hektor-robischung-2667,366000
ag671791-283790795,106900
hektor-valencay-immo-2632,85000
hektor-MAYAIMMO2020-2182,165075
mgc-177037422,23700
hektor-cdrieux-665,180200
mgc-302196182-C-STA-600-I-SB,324000
hektor-1_lerosenberg-1989,125000
mgc-118756865_RFSOUL584-RF92P2GA-RFSOUL584-RF92P2GA,315000
orpi-1-054926E2ASP7,192600
guy-hoquet-immo-facile-6327202,450000
orpi-1-054038E1V6MU,269000
pericles-36629969,322800
apimo-5113459,277000
laforet-immo-facile-21598778,399000
mgc-371245193-pp-230103-103358,278220
hektor-deuxmm-29,278000
hektor-agence-efco-immo-1662,149000
mgc-355134271-RK_MSB_DIDENHEIM_TM323,363000
rodacom-5125287,212000
orpi-1-054926E1IULF,115000
ag671791-289969172,229000
hektor-cdrieux-766,340000
immo-facile-42683022,630000
immo-facile-38395579,267500
immo-facile-47563146,126000
ag671791-284122328,80000
apimo-8158449,278000
nexity-GB00103410,113000
guy-hoquet-immo-facile-2729391,269000
ag681055-265198826,83160
rodacom-4420606,135000
hektor-MAYAIMMO2020-1946,195000
mgc-165885535_LE-HAMO-DE-L-ILL,280500
ag671474-254356872,97000
rodacom-5125269,186000
guy-hoquet-immo-facile-2546145,73000
immo-facile-50116432,422000
mgc-381936521-CWE-230412-163548,239500
hektor-valencay-immo-2598,196100
hektor-lifeimmo-1969,392000
ag671791-297980475,122000
ag751938-319932156,74990
entities-1043690-3719950,375855
mgc-179079861,181866
ag680297-245794021,180000
laforet-immo-facile-21320109,140000
guy-hoquet-immo-facile-5720325,349000
138620893,149000
mgc-369386870-CWE-221213-115454,263000
immo-facile-adresse-13088895,159000
ag681425-342469707,92000
ag670001-383207732,99900
immo-facile-49351987,395000
iad-france-861344,585000
hektor-girardi-pfastatt-2932,470000
iad-france-802579,252000
rodacom-4746713,140000
entities-1044602-2722704,786700
immo-facile-adresse-10364057,415000
mgc-313077671,225000
hektor-MAYAIMMO2020-1962,351500
guy-hoquet-immo-facile-4820376,143000
orpi-1-054037E2AUXM,429000
immo-facile-35566658,195000
iad-france-1100205,320000
safti-1-860255,327000
hektor-ag-orim-1022,444000
160967705,343428
ag681106-321897654,135000
nexity-GB00133073,137000
ag671474-322507281,265000
entities-1044599-2703283,369068
ag671791-290312864,695000
iad-france-1109513,96000
mgc-330125780-MS-220119-105809,335000
apimo-8158177,303000
ag681158-295069292,414000
ag681158-333719211,85000
145695469,104000
mgc-367793277-SJ-221129-080113,356000
hektor-MAYAIMMO2020-623,115000
hektor-LECEDREIMMO-78,308000
immo-facile-48992846,136900
mgc-238668345-CWE-200212-120341,266000
immo-facile-49926232,138000
hektor-MAYAIMMO2020-2286,447200
ag671913-375642307,400000
mgc-362106664-MKI-STULRICH-20221110,275541
ag670426-333334917,199900
hektor-mhimmobilier-1181,149500
ag671474-375129652,273000
mgc-315297518-CWE-210907-163131,356000
hektor-MAYAIMMO2020-1773,835000
safti-1-777211,209000
guy-hoquet-immo-facile-5746898,419000
mgc-118756865_DMSCHLI2-DMSCH-DMSCHLI2-DMSCH,428000
immo-facile-46480491,180000
152977303,306500
hektor-cpdelta-95,337651
entities-1044599-2802931,489000
ag681158-380367967,787000
ag671791-283432391,112000
mgc-381098132-pp-230404-102101,288820
rodacom-4694496,244600
hektor-girardi-blotzheim-2565,65000
ag670426-343593735,345000
orpi-1-054038E2DCUZ,339000
ag681158-316346919,520000
ag340369-277444400,229200
hektor-MAYAIMMO2020-2089,335000
ag681444-378558928,227900
guy-hoquet-immo-facile-4882116,399900
mgc-354800045-CWE-220816-155305,257500
141957461,140000
immo-facile-45365538,520000
apimo-5897100,263940
hektor-homeettoits-146,515000
hektor-sweethomeconseil-1105,157000
157878593,267400
immo-facile-adresse-10715118,185500
citya-immobilier-1273-TAPP476158,49500
141948721,263000
apimo-82282577,355000
ag671791-315840711,160000
ag671791-287773877,378000
ag681237-354432673,269000
gedeon-22526723,90000
immo-facile-33451016,140400
ag680633-244143583,78000
safti-1-783461,185000
ag751938-263916146,405000
safti-1-633416,268000
rodacom-4890588,322800
nexity-GB00113360,77000
safti-1-680282,239000
orpi-1-054048E1VD8F,482000
ag681237-279231779,118000
gedeon-26124764,140000
hektor-girardi-pfastatt-3025,141000
ag681237-307481346,175000
guy-hoquet-immo-facile-5645608,239000
ag681158-357208051,635000
ag743447-330833475,549900
ag311656-366518593,85000
entities-1044598-2796832,389000
apimo-5762469,176500
hektor-girardi-blotzheim-2475,148000
ag340369-286766549,243000
laforet-immo-facile-17713342,316000
ag060811-331449279,183750
ag681237-339825882,249900
hektor-moebel-immo-223,385000
mgc-357695890-2RANTZWILLER480LB2P120,399400
ag681110-338482902,132000
ag680010-256068865,325500
hektor-MAYAIMMO2020-2237,351000
hektor-CGAIMMOBILIER-1780,246750
ag671913-356209771,125000
ag681104-360984877,184500
immo-facile-43884782,268200
immo-facile-44212127,156000
ag671913-380318266,279000
gedeon-25728560,205000
ag671791-287772632,140000
hektor-girardi-pfastatt-3296,89500
nexity-GB00124816,50000
immo-facile-34428014,119800
hektor-1_lerosenberg-1400,735000
ag753274-335820750,855670
mgc-379997511-C-BUR-1270-190-OS1,546000
ag743447-329936250,126500
ag671791-315973182,95000
hektor-cdrieux-779,320000
hektor-5_lerosenberg-1145,485000
laforet-immo-facile-20751917,367500
151236515,180500
159581583,171400
immo-facile-49205994,72500
ag681237-374343796,598000
immo-facile-35294998,161200
ag671474-376331218,235000
mgc-118756865_HMBAL0001-HMSMART1-3-3-100M2-HMBAL0001-HMSMART1-3-3-100M2,292080
ag680632-277986821,67400
entities-1044601-2750579,764000
ag671791-285270104,151000
immo-facile-49926428,195500
ag681109-337432629,498000
mgc-285448161-SJ-210119-172749,442800
iad-france-1101990,147000
hektor-lifeimmo-1966,178000
ag340369-375217204,127200
entities-1044599-2718765,295400
iad-france-1324588,123000
immo-facile-34254368,131000
apimo-4432735,191000
ag680824-314916114,116000
visiteonline-p_5238432,245000
ag680010-331149402,261000
ag743447-337631409,171000
apimo-4593382,234000
hektor-sweethomeconseil-1362,193000
orpi-1-054928E1I7YH,273000
guy-hoquet-immo-facile-5552537,278000
ag681237-320094879,118800
158599099,369207
safti-1-885411,119500
immo-facile-51613145,249000
immo-facile-50389011,279760
161548235,298500
hektor-MAYAIMMO2020-2249,348000
immo-facile-52097369,136000
hektor-lifeimmo-1832,123000
158642847,315200
orpi-1-054927E252MB,205392
ag680297-245794060,262500
hektor-MAYAIMMO2020-793,349000
mgc-177145346,167500
ag681158-312746205,260000
guy-hoquet-immo-facile-5506089,450000
ag670426-333335040,395000
entities-1044598-2798473,369000
ag671791-332951964,116600
citya-immobilier-1273-TAPP433094,162000
immo-facile-45440330,208000
immo-facile-34076956,80000
ag680632-213519429,145000
mgc-363766776-C-TUR-127-AG-2,498500
rodacom-4833391,266257
guy-hoquet-immo-facile-2554070,109000
151357073,218000
ag681109-339229371,301000
immo-facile-49512510,337000
ag681104-361937857,165000
161395389,306300
160967787,232000
ag681391-374692108,122000
apimo-3618679,410000
hektor-MAYAIMMO2020-2184,186000
hektor-ELSASS2020-4895,109000
hektor-MAYAIMMO2020-1900,223650
guy-hoquet-immo-facile-5777624,83000
ag681237-347761791,339000
immo-facile-52217061,195000
apimo-2964169,545000
hektor-CGAIMMOBILIER-861,395200
ag681156-373646236,369000
safti-1-788668,325000
orpi-1-054927E1MAXP,167900
immo-facile-51198384,78800
immo-facile-45834896,342160
hektor-1_lerosenberg-2020,145000
ag681158-336631821,253000
safti-1-880350,269000
hektor-moebel-immo-332,832000
ag681158-356400154,227000
immo-facile-49173189,235500
hektor-MAYAIMMO2020-2105,244000
mgc-319221402-AP-MULHOUSE-20211110,330000
ag743447-343698483,62000
hektor-generalimmo-3054,313000
hektor-CGAIMMOBILIER-932,86000
ag670640-221874934,360000
ag681391-347001483,155000
ag681391-358346995,290000
iad-france-1285635,379000
hektor-LECEDREIMMO-109,310000
guy-hoquet-immo-facile-5776716,289000
entities-1044602-2740094,1061450
ag681212-358345237,750000
ag681237-299723532,223000
ag680254-360354022,640000
guy-hoquet-immo-facile-5712974,165000
ag680297-296221185,122500
immo-facile-51624836,335000
hektor-lifeimmo-1948,240000
ag681542-378876333,110500
guy-hoquet-immo-facile-2346684,105000
ag440414-314344302,352500
guy-hoquet-immo-facile-3848351,295000
ag681108-316509273,295000
ag680254-273223946,215000
guy-hoquet-immo-facile-4945756,516000
immo-facile-51150054,549900
immo-facile-49329711,980000
iad-france-1230342,210500
hektor-expertiseimmo-96,380000
158437993,287940
hektor-MAYAIMMO2020-2576,519000
ag670426-333334854,219605
hektor-generalimmo-3062,257000
hektor-1_lerosenberg-1871,385000
160967417,270550
orpi-1-054041E2C98K,176550
mgc-366101913-C-WIN-110-AG,459000
159512327,800000
rodacom-5072127,259000
ag681234-364420915,129000
guy-hoquet-immo-facile-2748007,126000
apimo-8158318,279000
160512385,282600
gedeon-26321442,117000
mgc-288897399-pp-210210-155827,242800
ag671791-290032370,78400
immo-facile-30027313,448000
orpi-1-054927E2CGEP,320500
apimo-6789498,291500
ag680632-268133432,78400
immo-facile-51508146,187000
iad-france-701996,240000
hektor-LECEDREIMMO-75,390000
ag681391-323976573,159000
ag671474-311747484,499500
ag671791-318000633,116000
immo-facile-adresse-11069339,245000
century-21-202_3377_1128,76000
141957389,133000
rodacom-4337663,749900
hektor-girardi-pfastatt-2931,580000
153418489,141000
hektor-5_lerosenberg-1446,178500
immo-facile-49581836,119500
ag340369-358394221,405000
ag681158-369022297,329000
hektor-moebel-immo-237,799000
hektor-sweethomeconseil-1096,180000
orpi-1-054038E26U2L,199000
161399953,428860
citya-immobilier-1273-TAPP419568,166000
mgc-335918995-CWE-220311-112935,332000
hektor-CGAIMMOBILIER-1063,174900
guy-hoquet-immo-facile-2801893,61000
century-21-202_3185_1366,213500
adapt-immo-680091315,510000
ag681088-336871764,199000
ag681391-365796742,412000
ag680286-273562088,330000
immo-facile-34312362,256800
immo-facile-45563988,85000
immo-facile-51407913,171000
immo-facile-52217958,170000
immo-facile-48110279,199900
nexity-GB00125516,195000
ag680010-358710367,149000
ag680632-214922562,72000
ag681113-311619324,175000
ag942480-362405509,221500
157403487,369765
ag681122-382234384,405000
adapt-immo-6800964,98000
156194113,295500
hektor-sweethomeconseil-1129,369000
ag681104-319391268,155000
hektor-MAYAIMMO2020-1985,234000
ag681237-381814105,269000
hektor-MAYAIMMO2020-2366,167000
ag060811-341397744,240000
apimo-5119355,103000
ag681237-316886307,165000
mgc-377647265-CWE-230302-112321,246000
iad-france-1225241,365000
ag681156-315721425,344000
hektor-agence-efco-immo-1777,269600
ag681237-324244608,334900
immo-facile-48349029,579000
ag681237-361987732,199400
rodacom-5201080,281500
ag681106-322229223,240000
orpi-1-054927E1GJZV,62700
guy-hoquet-immo-facile-6184448,131100
ag681104-274454339,260000
hektor-sweethomeconseil-1223,193000
ag671913-375500452,310000
immo-facile-46011263,350000
ag681088-331927188,101000
